ts	X	Y	U	V
409	0	0.00919768	1.97244e-316	-0.00250433
410	0	0.00918508	1.97244e-316	-0.00258549
411	0	0.00917207	1.97244e-316	-0.00266671
412	0	0.00915867	1.97244e-316	-0.00274798
413	0	0.00914486	1.97244e-316	-0.0028296
414	0	0.00913064	1.97244e-316	-0.00291135
415	0	0.00911602	1.97244e-316	-0.00299282
416	0	0.009101	1.97244e-316	-0.00307541
417	0	0.00908557	1.97244e-316	-0.00315745
418	0	0.00906973	1.97244e-316	-0.0032398
419	0	0.00905349	1.97244e-316	-0.00332175
420	0	0.00903683	1.97244e-316	-0.00340407
421	0	0.00901977	1.97244e-316	-0.00348748
422	0	0.0090023	1.97244e-316	-0.00356979
423	0	0.00898442	1.97244e-316	-0.00365282
424	0	0.00896613	1.97244e-316	-0.00373637
425	0	0.00894742	1.97244e-316	-0.00381949
426	0	0.0089283	1.97244e-316	-0.00390258
427	0	0.00890877	1.97244e-316	-0.00398601
428	0	0.00888883	1.97244e-316	-0.00406953
429	0	0.00886847	1.97244e-316	-0.00415385
430	0	0.0088477	1.97244e-316	-0.00423737
431	0	0.00882651	1.97244e-316	-0.00432124
432	0	0.00880491	1.97244e-316	-0.00440383
433	0	0.0087829	1.97244e-316	-0.00448768
434	0	0.00876047	1.97244e-316	-0.00457231
435	0	0.00873763	1.97244e-316	-0.00465637
436	0	0.00871436	1.97244e-316	-0.00474123
437	0	0.00869068	1.97244e-316	-0.00482554
438	0	0.00866658	1.97244e-316	-0.0049105
439	0	0.00864206	1.97244e-316	-0.00499544
440	0	0.00861711	1.97244e-316	-0.00508053
441	0	0.00859175	1.97244e-316	-0.00516628
442	0	0.00856596	1.97244e-316	-0.00525032
443	0	0.00853976	1.97244e-316	-0.00533474
444	0	0.00851314	1.97244e-316	-0.0054197
445	0	0.0084861	1.97244e-316	-0.00550397
446	0	0.00845864	1.97244e-316	-0.00558814
447	0	0.00843076	1.97244e-316	-0.00567287
448	0	0.00840247	1.97244e-316	-0.00575788
449	0	0.00837375	1.97244e-316	-0.00584272
450	0	0.00834462	1.97244e-316	-0.00592677
451	0	0.00831506	1.97244e-316	-0.00601209
452	0	0.00828509	1.97244e-316	-0.00609613
453	0	0.0082547	1.97244e-316	-0.00618091
454	0	0.00822389	1.97244e-316	-0.00626528
455	0	0.00819266	1.97244e-316	-0.00635088
456	0	0.00816103	1.97244e-316	-0.00642724
457	0	0.00812901	1.97244e-316	-0.00650716
458	0	0.0080966	1.97244e-316	-0.00658906
459	0	0.00806377	1.97244e-316	-0.00667157
460	0	0.00803053	1.97244e-316	-0.0067555
461	0	0.00799689	1.97244e-316	-0.00683848
462	0	0.00796283	1.97244e-316	-0.00692094
463	0	0.00792836	1.97244e-316	-0.00700465
464	0	0.00789347	1.97244e-316	-0.00708732
465	0	0.00785818	1.97244e-316	-0.00717123
466	0	0.00782248	1.97244e-316	-0.00725178
467	0	0.00778644	1.97244e-316	-0.00730658
468	0	0.00775008	1.97244e-316	-0.0073825
469	0	0.00771335	1.97244e-316	-0.00745223
470	0	0.00767627	1.97244e-316	-0.00753108
471	0	0.00763878	1.97244e-316	-0.00761389
472	0	0.00760088	1.97244e-316	-0.00769729
473	0	0.00756257	1.97244e-316	-0.0077802
474	0	0.00752384	1.97244e-316	-0.00786334
475	0	0.00748471	1.97244e-316	-0.00794701
476	0	0.00744516	1.97244e-316	-0.00803106
477	0	0.00740519	1.97244e-316	-0.0081158
478	0	0.00736481	1.97244e-316	-0.0081987
479	0	0.00732401	1.97244e-316	-0.0082832
480	0	0.0072828	1.97244e-316	-0.00836533
481	0	0.00724125	1.97244e-316	-0.00842032
482	0	0.00719937	1.97244e-316	-0.00849882
483	0	0.0071571	1.97244e-316	-0.00857947
484	0	0.00711442	1.97244e-316	-0.00866238
485	0	0.00707145	1.97244e-316	-0.00869023
486	0	0.00702827	1.97244e-316	-0.00875588
487	0	0.00698474	1.97244e-316	-0.00883255
488	0	0.00694081	1.97244e-316	-0.00891271
