#timestep, Fx, Fy
0.511, -0.524121, 0.000537297
0.512, -0.523375, 0.0037195
0.513, -0.50383, 0.00289195
0.514, -0.528891, -0.00232259
0.515, -0.547752, 0.00421801
0.516, -0.514825, -0.000716676
0.517, -0.4954, 0.00455403
0.518, -0.505881, 0.00184499
0.519, -0.509391, -0.00146233
0.52, -0.534037, 0.00427531
0.521, -0.502379, 6.24808e-05
0.522, -0.488051, 0.00590718
0.523, -0.48027, -5.24833e-05
0.524, -0.499322, -0.00136305
0.525, -0.51741, 0.00585091
0.526, -0.48556, -0.00154668
0.527, -0.481792, 0.0031868
0.528, -0.467769, 0.00120302
0.529, -0.471747, -0.000266061
0.53, -0.495457, 0.00486859
0.531, -0.46756, 0.00218571
0.532, -0.462684, 0.000868421
0.533, -0.446922, 0.00371679
0.534, -0.455764, -0.000825669
0.535, -0.483881, 0.0043578
0.536, -0.441186, 0.0027725
0.537, -0.4494, -0.000599067
0.538, -0.415052, 0.00330497
0.539, -0.452277, 0.000752798
0.54, -0.462832, 0.00320414
0.541, -0.406878, 2.82991e-05
0.542, -0.429799, -0.00388088
0.543, -0.422349, 0.00341777
0.544, -0.438301, 0.0017942
0.545, -0.424345, 0.00437925
0.546, -0.402052, 0.00031898
0.547, -0.408872, 3.30774e-05
0.548, -0.432523, 0.00293709
0.549, -0.392899, 0.00243494
0.55, -0.386188, 0.000286297
0.551, -0.381517, 0.00257277
0.552, -0.399433, 0.000922944
0.553, -0.401191, 0.00141633
0.554, -0.357928, -0.000115047
0.555, -0.377074, -0.00101189
0.556, -0.388856, 0.0015986
0.557, -0.366612, 0.00103372
0.558, -0.366046, 0.00285328
0.559, -0.347992, 0.00381682
0.56, -0.363044, -0.000246111
0.561, -0.377058, 0.0021841
0.562, -0.317814, 0.00178928
0.563, -0.340461, -0.00212253
0.564, -0.352075, 0.00280412
0.565, -0.335189, 0.00291208
0.566, -0.325179, -0.00256967
0.567, -0.302782, 0.00519041
0.568, -0.325371, -0.0002112
0.569, -0.327944, 0.000377966
0.57, -0.293973, 0.000690914
0.571, -0.305761, -0.000103693
0.572, -0.318027, 0.00288263
0.573, -0.279657, 0.00238058
0.574, -0.286273, -0.00353748
0.575, -0.275499, 0.00192103
0.576, -0.297786, 0.00235932
0.577, -0.276146, 0.000308176
0.578, -0.240888, 0.0012024
0.579, -0.292067, 0.00101113
0.58, -0.273177, 0.000391733
0.581, -0.243477, 0.00317077
0.582, -0.255338, 0.000612856
0.583, -0.255783, 0.000676375
0.584, -0.225391, -0.000422804
0.585, -0.241266, 0.00104175
0.586, -0.251506, 0.000685456
0.587, -0.199473, 0.000928834
0.588, -0.224905, 0.000618149
0.589, -0.225164, 0.00237295
0.59, -0.189069, 0.000598499
0.591, -0.206494, -0.00288975
0.592, -0.213351, 0.00320901
0.593, -0.17712, -0.000437728
0.594, -0.187091, -0.00130261
0.595, -0.196027, 0.0030442
0.596, -0.163022, 0.00130229
0.597, -0.172099, -0.00209628
0.598, -0.180867, 0.00319241
0.599, -0.145728, 0.00084767
0.6, -0.159753, -0.00227494
0.601, -0.16321, 0.00245661
0.602, -0.117499, 0.00148372
0.603, -0.14714, -0.000276435
0.604, -0.146218, 0.00101362
0.605, -0.11812, -0.000335946
0.606, -0.13286, -0.00122113
0.607, -0.130468, 0.00145154
0.608, -0.0963471, 0.000879023
0.609, -0.113879, 0.000683093
0.61, -0.111422, -0.000479276
0.611, -0.079307, 0.0031459
0.612, -0.104329, -0.000377513
0.613, -0.0854869, -0.0010741
0.614, -0.0687159, 0.000972213
0.615, -0.0924341, 0.00125559
0.616, -0.0834628, -0.000668048
0.617, -0.0686642, 0.000161021
0.618, -0.0408859, -0.000914905
0.619, -0.0637823, 0.000943318
0.62, -0.0575631, 0.000995679
0.621, -0.0228511, 0.00102927
0.622, -0.039238, -0.000384765
0.623, -0.0352581, -0.00142153
0.624, -0.011783, 0.000328694
0.625, -0.0276075, -0.000550312
0.626, -0.025225, -0.000218509
0.627, -0.0170808, 0.00167187
0.628, 0.0126498, 0.00118693
0.629, -0.00379182, -0.000793095
0.63, 0.00492389, -0.002221
0.631, 0.0219414, 0.000344137
0.632, 0.0213772, 0.000126532
0.633, 0.00962931, -0.000728671
0.634, 0.0257238, 0.000535402
0.635, 0.0523142, -0.00103736
0.636, 0.0358619, -6.3932e-05
0.637, 0.0232355, -5.51455e-05
0.638, 0.0505166, -0.000395408
0.639, 0.0792712, 0.000302916
0.64, 0.0576797, -2.4371e-05
0.641, 0.0487967, -0.00176538
0.642, 0.0750631, -0.00018312
0.643, 0.0982844, 0.000157704
0.644, 0.0761122, 5.89062e-05
0.645, 0.0749188, -0.00111582
0.646, 0.0983183, -0.000397462
0.647, 0.11957, -0.000213148
0.648, 0.0970178, 0.000557915
0.649, 0.0924986, -0.00117372
0.65, 0.119335, -0.000781714
0.651, 0.140893, -0.000836595
0.652, 0.128277, -0.00122612
0.653, 0.113934, 0.000411175
0.654, 0.136456, -0.000634102
0.655, 0.162231, -0.00106763
0.656, 0.15698, -0.000876945
0.657, 0.133466, 0.000127731
0.658, 0.152985, -0.00165583
0.659, 0.195594, -0.00075007
0.66, 0.17933, 0.000127471
0.661, 0.152601, 0.000355733
0.662, 0.157078, 3.61408e-05
0.663, 0.191449, -0.00170261
0.664, 0.213396, -0.000896514
0.665, 0.197839, -0.00200752
0.666, 0.183286, -1.42814e-05
